no,SrNo,PDF_name,Type,Compostion,Class,composition_final,Element,Fraction,Frac,Temperature_in_plot,Pressure_plot,Pressure unit,unit,Temperature(oC)_graph,Temperature,Temperature_1,Ln(P)_Mpa,Ln(P)_bar,Pressure(MPa),AN,Period,AR,CR,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix
282,0,12,Lit_pratibha,TiFe 0.85 Mn 0.15,TM,Fe0.425Mn0.075Ti0.5,Ti Fe Mn,0.5 0.425 0.075,0.5 0.425 0.075,3.3658,0.4389,Ln(P) bar,1000/T,24.11,298,298,-1.8637,0.4389,0.16,23.925,4,1.3583,131.55,210,1.664,6.16,0.1038,1849.75,3232.4,5.925,7.3298,45.585,136.25,16.205,8.8745,51.7918,486.75,-8.6945,1.995,1.7115,-6.3673,0.0278,-6.3233,0,-8.2318,77.2373,55.6193,-0.2855,0.1428,-0.536,7.75,7.5205
163,310,65,PCT,ZrCo,TM,Co0.5Zr0.5,Zr Co,0.5 0.5,0.5 0.5,1.5859,4.3551,log(P)(Pascal),1000/T,357.57,631,631,-3.7875,-1.4849,0.02,33.5,4.5,1.425,137,215,1.605,7.705,0.545,1948,3912.5,6.5,7.255,61.5,137.25,18.6,10.315,75.075,349.5,-7.495,2.125,1.66,-5.57,-0.35,-6.085,0,-7.83,35.935,34.14,-0.095,0.275,-0.595,12.29,5.7632
164,311,65,PCT,ZrCo,TM,Co0.5Zr0.5,Zr Co,0.5 0.5,0.5 0.5,1.6362,4.1325,log(P)(Pascal),1000/T,338.16,611,611,-4.3001,-1.9975,0.01,33.5,4.5,1.425,137,215,1.605,7.705,0.545,1948,3912.5,6.5,7.255,61.5,137.25,18.6,10.315,75.075,349.5,-7.495,2.125,1.66,-5.57,-0.35,-6.085,0,-7.83,35.935,34.14,-0.095,0.275,-0.595,12.29,5.7632
165,312,65,PCT,ZrCo,TM,Co0.5Zr0.5,Zr Co,0.5 0.5,0.5 0.5,1.7022,3.8798,log(P)(Pascal),1000/T,314.49,587,587,-4.8819,-2.5793,0.01,33.5,4.5,1.425,137,215,1.605,7.705,0.545,1948,3912.5,6.5,7.255,61.5,137.25,18.6,10.315,75.075,349.5,-7.495,2.125,1.66,-5.57,-0.35,-6.085,0,-7.83,35.935,34.14,-0.095,0.275,-0.595,12.29,5.7632
166,313,65,PCT,ZrCo,TM,Co0.5Zr0.5,Zr Co,0.5 0.5,0.5 0.5,1.7557,3.6369,log(P)(Pascal),1000/T,296.58,570,570,-5.4412,-3.1386,0,33.5,4.5,1.425,137,215,1.605,7.705,0.545,1948,3912.5,6.5,7.255,61.5,137.25,18.6,10.315,75.075,349.5,-7.495,2.125,1.66,-5.57,-0.35,-6.085,0,-7.83,35.935,34.14,-0.095,0.275,-0.595,12.29,5.7632
167,314,65,PCT,ZrCo,TM,Co0.5Zr0.5,Zr Co,0.5 0.5,0.5 0.5,1.8248,3.3538,log(P)(Pascal),1000/T,274.99,548,548,-6.0932,-3.7906,0,33.5,4.5,1.425,137,215,1.605,7.705,0.545,1948,3912.5,6.5,7.255,61.5,137.25,18.6,10.315,75.075,349.5,-7.495,2.125,1.66,-5.57,-0.35,-6.085,0,-7.83,35.935,34.14,-0.095,0.275,-0.595,12.29,5.7632
168,315,65,PCT,ZrCo,TM,Co0.5Zr0.5,Zr Co,0.5 0.5,0.5 0.5,1.9003,3.0402,log(P)(Pascal),1000/T,253.24,526,526,-6.8151,-4.5125,0,33.5,4.5,1.425,137,215,1.605,7.705,0.545,1948,3912.5,6.5,7.255,61.5,137.25,18.6,10.315,75.075,349.5,-7.495,2.125,1.66,-5.57,-0.35,-6.085,0,-7.83,35.935,34.14,-0.095,0.275,-0.595,12.29,5.7632
287,0,270,PCT,ZrCo0.7Ni0.3,TM,Co0.35Ni0.15Zr0.5,Zr Co Ni,0.5 0.35 0.15,0.5 0.35 0.15,1.6608,4.4787,Ln(P) Pa,1000/T,329.11,602,602,-3.5029,-1.2003,0.03,33.65,4.5,1.425,136.25,215,1.6095,7.7065,0.62,1941.7,3891.8,6.65,7.219,60.15,137.25,18.75,10.3105,75.039,353.1,-7.1215,2.143,1.654,-5.4395,-0.3635,-5.833,0,-7.6305,31.138,32.5215,-0.149,0.2796,-0.5905,12.29,8.3027
288,0,270,PCT,ZrCo0.8Ni0.2,TM,Co0.4Ni0.1Zr0.5,Zr Co Ni,0.5 0.4 0.1,0.5 0.4 0.1,1.6596,4.4,Ln(P) Pa,1000/T,329.54,603,603,-3.6841,-1.3815,0.03,33.6,4.5,1.425,136.5,215,1.608,7.706,0.595,1943.8,3898.7,6.6,7.231,60.6,137.25,18.7,10.312,75.051,351.9,-7.246,2.137,1.656,-5.483,-0.359,-5.917,0,-7.697,32.737,33.061,-0.131,0.2782,-0.592,12.29,7.8435
289,0,270,PCT,ZrCo0.9Ni0.1,TM,Co0.45Ni0.05Zr0.5,Zr Co Ni,0.5 0.45 0.05,0.5 0.45 0.05,1.6594,4.2589,Ln(P) Pa,1000/T,329.61,603,603,-4.0091,-1.7065,0.02,33.55,4.5,1.425,136.75,215,1.6065,7.7055,0.57,1945.9,3905.6,6.55,7.243,61.05,137.25,18.65,10.3135,75.063,350.7,-7.3705,2.131,1.658,-5.5265,-0.3545,-6.001,0,-7.7635,34.336,33.6005,-0.113,0.2766,-0.5935,12.29,7.1146
290,0,270,PCT,ZrCo0.7Ni0.3,TM,Co0.35Ni0.15Zr0.5,Zr Co Ni,0.5 0.35 0.15,0.5 0.35 0.15,1.7178,4.2295,Ln(P) Pa,1000/T,309.14,582,582,-4.0767,-1.7741,0.02,33.65,4.5,1.425,136.25,215,1.6095,7.7065,0.62,1941.7,3891.8,6.65,7.219,60.15,137.25,18.75,10.3105,75.039,353.1,-7.1215,2.143,1.654,-5.4395,-0.3635,-5.833,0,-7.6305,31.138,32.5215,-0.149,0.2796,-0.5905,12.29,8.3027
291,0,270,PCT,ZrCo0.8Ni0.2,TM,Co0.4Ni0.1Zr0.5,Zr Co Ni,0.5 0.4 0.1,0.5 0.4 0.1,1.7172,4.1607,Ln(P) Pa,1000/T,309.35,582,582,-4.2352,-1.9326,0.01,33.6,4.5,1.425,136.5,215,1.608,7.706,0.595,1943.8,3898.7,6.6,7.231,60.6,137.25,18.7,10.312,75.051,351.9,-7.246,2.137,1.656,-5.483,-0.359,-5.917,0,-7.697,32.737,33.061,-0.131,0.2782,-0.592,12.29,7.8435
292,0,270,PCT,ZrCo0.9Ni0.1,TM,Co0.45Ni0.05Zr0.5,Zr Co Ni,0.5 0.45 0.05,0.5 0.45 0.05,1.7148,3.9937,Ln(P) Pa,1000/T,310.15,583,583,-4.6196,-2.317,0.01,33.55,4.5,1.425,136.75,215,1.6065,7.7055,0.57,1945.9,3905.6,6.55,7.243,61.05,137.25,18.65,10.3135,75.063,350.7,-7.3705,2.131,1.658,-5.5265,-0.3545,-6.001,0,-7.7635,34.336,33.6005,-0.113,0.2766,-0.5935,12.29,7.1146
293,0,270,PCT,ZrCo0.7Ni0.3,TM,Co0.35Ni0.15Zr0.5,Zr Co Ni,0.5 0.35 0.15,0.5 0.35 0.15,1.7796,3.9541,Ln(P) Pa,1000/T,288.93,562,562,-4.7109,-2.4083,0.01,33.65,4.5,1.425,136.25,215,1.6095,7.7065,0.62,1941.7,3891.8,6.65,7.219,60.15,137.25,18.75,10.3105,75.039,353.1,-7.1215,2.143,1.654,-5.4395,-0.3635,-5.833,0,-7.6305,31.138,32.5215,-0.149,0.2796,-0.5905,12.29,8.3027
294,0,270,PCT,ZrCo0.8Ni0.2,TM,Co0.4Ni0.1Zr0.5,Zr Co Ni,0.5 0.4 0.1,0.5 0.4 0.1,1.7774,3.9049,Ln(P) Pa,1000/T,289.63,563,563,-4.8241,-2.5215,0.01,33.6,4.5,1.425,136.5,215,1.608,7.706,0.595,1943.8,3898.7,6.6,7.231,60.6,137.25,18.7,10.312,75.051,351.9,-7.246,2.137,1.656,-5.483,-0.359,-5.917,0,-7.697,32.737,33.061,-0.131,0.2782,-0.592,12.29,7.8435
295,0,270,PCT,ZrCo0.9Ni0.1,TM,Co0.45Ni0.05Zr0.5,Zr Co Ni,0.5 0.45 0.05,0.5 0.45 0.05,1.7761,3.6873,Ln(P) Pa,1000/T,290.04,563,563,-5.3252,-3.0226,0,33.55,4.5,1.425,136.75,215,1.6065,7.7055,0.57,1945.9,3905.6,6.55,7.243,61.05,137.25,18.65,10.3135,75.063,350.7,-7.3705,2.131,1.658,-5.5265,-0.3545,-6.001,0,-7.7635,34.336,33.6005,-0.113,0.2766,-0.5935,12.29,7.1146
296,0,270,PCT,ZrCo0.7Ni0.3,TM,Co0.35Ni0.15Zr0.5,Zr Co Ni,0.5 0.35 0.15,0.5 0.35 0.15,1.844,3.6525,Ln(P) Pa,1000/T,269.3,542,542,-5.4054,-3.1028,0,33.65,4.5,1.425,136.25,215,1.6095,7.7065,0.62,1941.7,3891.8,6.65,7.219,60.15,137.25,18.75,10.3105,75.039,353.1,-7.1215,2.143,1.654,-5.4395,-0.3635,-5.833,0,-7.6305,31.138,32.5215,-0.149,0.2796,-0.5905,12.29,8.3027
297,0,270,PCT,ZrCo0.8Ni0.2,TM,Co0.4Ni0.1Zr0.5,Zr Co Ni,0.5 0.4 0.1,0.5 0.4 0.1,1.8396,3.5607,Ln(P) Pa,1000/T,270.6,544,544,-5.6168,-3.3142,0,33.6,4.5,1.425,136.5,215,1.608,7.706,0.595,1943.8,3898.7,6.6,7.231,60.6,137.25,18.7,10.312,75.051,351.9,-7.246,2.137,1.656,-5.483,-0.359,-5.917,0,-7.697,32.737,33.061,-0.131,0.2782,-0.592,12.29,7.8435
298,0,270,PCT,ZrCo0.9Ni0.1,TM,Co0.45Ni0.05Zr0.5,Zr Co Ni,0.5 0.45 0.05,0.5 0.45 0.05,1.8428,3.3681,Ln(P) Pa,1000/T,269.65,543,543,-6.0602,-3.7576,0,33.55,4.5,1.425,136.75,215,1.6065,7.7055,0.57,1945.9,3905.6,6.55,7.243,61.05,137.25,18.65,10.3135,75.063,350.7,-7.3705,2.131,1.658,-5.5265,-0.3545,-6.001,0,-7.7635,34.336,33.6005,-0.113,0.2766,-0.5935,12.29,7.1146
299,0,270,PCT,ZrCo0.7Ni0.3,TM,Co0.35Ni0.15Zr0.5,Zr Co Ni,0.5 0.35 0.15,0.5 0.35 0.15,1.9158,3.259,Ln(P) Pa,1000/T,248.98,522,522,-6.3113,-4.0087,0,33.65,4.5,1.425,136.25,215,1.6095,7.7065,0.62,1941.7,3891.8,6.65,7.219,60.15,137.25,18.75,10.3105,75.039,353.1,-7.1215,2.143,1.654,-5.4395,-0.3635,-5.833,0,-7.6305,31.138,32.5215,-0.149,0.2796,-0.5905,12.29,8.3027
300,0,270,PCT,ZrCo0.8Ni0.2,TM,Co0.4Ni0.1Zr0.5,Zr Co Ni,0.5 0.4 0.1,0.5 0.4 0.1,1.9146,3.1967,Ln(P) Pa,1000/T,249.29,522,522,-6.4548,-4.1522,0,33.6,4.5,1.425,136.5,215,1.608,7.706,0.595,1943.8,3898.7,6.6,7.231,60.6,137.25,18.7,10.312,75.051,351.9,-7.246,2.137,1.656,-5.483,-0.359,-5.917,0,-7.697,32.737,33.061,-0.131,0.2782,-0.592,12.29,7.8435
301,0,270,PCT,ZrCo0.9Ni0.1,TM,Co0.45Ni0.05Zr0.5,Zr Co Ni,0.5 0.45 0.05,0.5 0.45 0.05,1.9112,3.0178,Ln(P) Pa,1000/T,250.23,523,523,-6.8668,-4.5642,0,33.55,4.5,1.425,136.75,215,1.6065,7.7055,0.57,1945.9,3905.6,6.55,7.243,61.05,137.25,18.65,10.3135,75.063,350.7,-7.3705,2.131,1.658,-5.5265,-0.3545,-6.001,0,-7.7635,34.336,33.6005,-0.113,0.2766,-0.5935,12.29,7.1146
,330,134,PCT,Zr0.9Ti0.1Co,TM,Co0.5Ti0.05Zr0.45,Zr  Ti  Co,0.45 0.05 0.5,0.45 0.05 0.5,1.5864,62.7054,P (kPa),1000/T,357.36,630,630,-2.7693,-0.4667,0.06,32.6,4.45,1.418,136.4,214.25,1.6155,7.605,0.5275,1938.35,3856.4,6.5,7.265,61.45,138.025,18.485,10.1455,72.9075,361.6,-7.4735,2.1065,1.6545,-5.5535,-0.339,-6.1005,0,-7.797,38.5305,33.522,-0.0315,0.2681,-0.5845,12.04,7.1146
,331,134,PCT,Zr0.9Ti0.1Co,TM,Co0.5Ti0.05Zr0.45,Zr  Ti  Co,0.45 0.05 0.5,0.45 0.05 0.5,1.6661,25.8809,P (kPa),1000/T,327.22,600,600,-3.6543,-1.3517,0.03,32.6,4.45,1.418,136.4,214.25,1.6155,7.605,0.5275,1938.35,3856.4,6.5,7.265,61.45,138.025,18.485,10.1455,72.9075,361.6,-7.4735,2.1065,1.6545,-5.5535,-0.339,-6.1005,0,-7.797,38.5305,33.522,-0.0315,0.2681,-0.5845,12.04,7.1146
,332,134,PCT,Zr0.9Ti0.1Co,TM,Co0.5Ti0.05Zr0.45,Zr  Ti  Co,0.45 0.05 0.5,0.45 0.05 0.5,1.7233,13.8187,P (kPa),1000/T,307.29,580,580,-4.2817,-1.9791,0.01,32.6,4.45,1.418,136.4,214.25,1.6155,7.605,0.5275,1938.35,3856.4,6.5,7.265,61.45,138.025,18.485,10.1455,72.9075,361.6,-7.4735,2.1065,1.6545,-5.5535,-0.339,-6.1005,0,-7.797,38.5305,33.522,-0.0315,0.2681,-0.5845,12.04,7.1146
,333,134,PCT,Zr0.9Ti0.1Co,TM,Co0.5Ti0.05Zr0.45,Zr  Ti  Co,0.45 0.05 0.5,0.45 0.05 0.5,1.7525,9.4896,P (kPa),1000/T,297.6,571,571,-4.6576,-2.355,0.01,32.6,4.45,1.418,136.4,214.25,1.6155,7.605,0.5275,1938.35,3856.4,6.5,7.265,61.45,138.025,18.485,10.1455,72.9075,361.6,-7.4735,2.1065,1.6545,-5.5535,-0.339,-6.1005,0,-7.797,38.5305,33.522,-0.0315,0.2681,-0.5845,12.04,7.1146
78,118,104,PCI,(Ti 0.65 Zr 0.35 ) MnCr 0.8 Fe 0.2,TM,Cr0.27Fe0.07Mn0.33Ti0.22Zr0.12,Ti     Zr      Mn Cr    Fe   ,0.22 0.12 0.33 0.27 0.07,0.22 0.12 0.33 0.27 0.07,2.9079,3.2286,Ln(P) (bar),1000/RT,70.89,344,344,0.926,3.2286,2.52,25.9307,4.1188,1.3693,135.2376,210.1485,1.5705,6.6641,0.2607,1865.0099,3058.7624,5.7921,7.0604,40.7465,128.9505,17.3178,8.8035,56.9876,453.6832,-10.0041,2.395,2.9566,-7.6534,-0.063,-6.1925,0,-8.8941,44.0079,145.1459,-3.677,0.1192,-0.6358,8.43,12.4141
79,119,104,PCI,(Ti 0.65 Zr 0.35 ) MnCr 0.8 Fe 0.2,TM,Cr0.27Fe0.07Mn0.33Ti0.22Zr0.12,Ti     Zr      Mn Cr    Fe   ,0.22 0.12 0.33 0.27 0.07,0.22 0.12 0.33 0.27 0.07,2.9968,2.9796,Ln(P) (bar),1000/RT,60.7,334,334,0.677,2.9796,1.97,25.9307,4.1188,1.3693,135.2376,210.1485,1.5705,6.6641,0.2607,1865.0099,3058.7624,5.7921,7.0604,40.7465,128.9505,17.3178,8.8035,56.9876,453.6832,-10.0041,2.395,2.9566,-7.6534,-0.063,-6.1925,0,-8.8941,44.0079,145.1459,-3.677,0.1192,-0.6358,8.43,12.4141
80,120,104,PCI,(Ti 0.65 Zr 0.35 ) MnCr 0.8 Fe 0.2,TM,Cr0.27Fe0.07Mn0.33Ti0.22Zr0.12,Ti     Zr      Mn Cr    Fe   ,0.22 0.12 0.33 0.27 0.07,0.22 0.12 0.33 0.27 0.07,3.0875,2.7755,Ln(P) (bar),1000/RT,50.88,324,324,0.4729,2.7755,1.6,25.9307,4.1188,1.3693,135.2376,210.1485,1.5705,6.6641,0.2607,1865.0099,3058.7624,5.7921,7.0604,40.7465,128.9505,17.3178,8.8035,56.9876,453.6832,-10.0041,2.395,2.9566,-7.6534,-0.063,-6.1925,0,-8.8941,44.0079,145.1459,-3.677,0.1192,-0.6358,8.43,12.4141
81,121,104,PCI,(Ti 0.65 Zr 0.35 ) MnCr 0.8 Fe 0.2,TM,Cr0.27Fe0.07Mn0.33Ti0.22Zr0.12,Ti     Zr      Mn Cr    Fe   ,0.22 0.12 0.33 0.27 0.07,0.22 0.12 0.33 0.27 0.07,3.2704,2.2408,Ln(P) (bar),1000/RT,32.77,306,306,-0.0618,2.2408,0.94,25.9307,4.1188,1.3693,135.2376,210.1485,1.5705,6.6641,0.2607,1865.0099,3058.7624,5.7921,7.0604,40.7465,128.9505,17.3178,8.8035,56.9876,453.6832,-10.0041,2.395,2.9566,-7.6534,-0.063,-6.1925,0,-8.8941,44.0079,145.1459,-3.677,0.1192,-0.6358,8.43,12.4141
82,122,104,PCI,(Ti 0.65 Zr 0.35 ) 1.05MnCr 0.8 Fe 0.2,TM,Cr0.262Fe0.065Mn0.327Ti0.227Zr0.121,Ti     Zr      Mn Cr    Fe   ,0.227 0.121 0.327 0.262 0.065,0.227 0.121 0.327 0.262 0.065,2.9122,2.7592,Ln(P) (bar),1000/RT,70.39,343,343,0.4566,2.7592,1.58,25.9351,4.1208,1.3718,135.3613,210.2844,1.5681,6.6362,0.2576,1864.9691,3067.4371,5.7615,7.0554,40.0754,128.3578,17.3356,8.8468,57.0097,453.9641,-9.9766,2.3905,2.9362,-7.6362,-0.0714,-6.1876,0,-8.882,44.2003,145.1369,-3.6729,0.1175,-0.6332,8.37,12.3575
83,123,104,PCI,(Ti 0.65 Zr 0.35 ) 1.05MnCr 0.8 Fe 0.2,TM,Cr0.262Fe0.065Mn0.327Ti0.227Zr0.121,Ti     Zr      Mn Cr    Fe   ,0.227 0.121 0.327 0.262 0.065,0.227 0.121 0.327 0.262 0.065,2.998,2.4857,Ln(P) (bar),1000/RT,60.55,334,334,0.1831,2.4857,1.2,25.9351,4.1208,1.3718,135.3613,210.2844,1.5681,6.6362,0.2576,1864.9691,3067.4371,5.7615,7.0554,40.0754,128.3578,17.3356,8.8468,57.0097,453.9641,-9.9766,2.3905,2.9362,-7.6362,-0.0714,-6.1876,0,-8.882,44.2003,145.1369,-3.6729,0.1175,-0.6332,8.37,12.3575
84,124,104,PCI,(Ti 0.65 Zr 0.35 ) 1.05MnCr 0.8 Fe 0.2,TM,Cr0.262Fe0.065Mn0.327Ti0.227Zr0.121,Ti     Zr      Mn Cr    Fe   ,0.227 0.121 0.327 0.262 0.065,0.227 0.121 0.327 0.262 0.065,3.0912,2.1306,Ln(P) (bar),1000/RT,50.5,323,323,-0.172,2.1306,0.84,25.9351,4.1208,1.3718,135.3613,210.2844,1.5681,6.6362,0.2576,1864.9691,3067.4371,5.7615,7.0554,40.0754,128.3578,17.3356,8.8468,57.0097,453.9641,-9.9766,2.3905,2.9362,-7.6362,-0.0714,-6.1876,0,-8.882,44.2003,145.1369,-3.6729,0.1175,-0.6332,8.37,12.3575
85,125,104,PCI,(Ti 0.65 Zr 0.35 ) 1.05MnCr 0.8 Fe 0.2,TM,Cr0.262Fe0.065Mn0.327Ti0.227Zr0.121,Ti     Zr      Mn Cr    Fe   ,0.227 0.121 0.327 0.262 0.065,0.227 0.121 0.327 0.262 0.065,3.273,1.6612,Ln(P) (bar),1000/RT,32.54,306,306,-0.6414,1.6612,0.53,25.9351,4.1208,1.3718,135.3613,210.2844,1.5681,6.6362,0.2576,1864.9691,3067.4371,5.7615,7.0554,40.0754,128.3578,17.3356,8.8468,57.0097,453.9641,-9.9766,2.3905,2.9362,-7.6362,-0.0714,-6.1876,0,-8.882,44.2003,145.1369,-3.6729,0.1175,-0.6332,8.37,12.3575
86,126,104,PCI,(Ti 0.65 Zr 0.35 ) 1.075MnCr 0.8 Fe 0.2,TM,Cr0.26Fe0.065Mn0.326Ti0.224Zr0.124,Ti     Zr      Mn Cr    Fe   ,0.224 0.124 0.326 0.26 0.065,0.224 0.124 0.326 0.26 0.065,2.9115,2.2245,Ln(P) (bar),1000/RT,70.47,343,343,-0.0781,2.2245,0.92,25.994,4.1241,1.3725,135.4104,210.3453,1.5673,6.6403,0.258,1865.3654,3071.8849,5.7598,7.055,40.0028,128.2563,17.3403,8.8617,57.152,453.2242,-9.974,2.3908,2.9321,-7.6359,-0.0727,-6.1863,0,-8.8822,44.0879,145.1794,-3.6764,0.1183,-0.6321,8.43,12.366
87,127,104,PCI,(Ti 0.65 Zr 0.35 ) 1.075MnCr 0.8 Fe 0.2,TM,Cr0.26Fe0.065Mn0.326Ti0.224Zr0.124,Ti     Zr      Mn Cr    Fe   ,0.224 0.124 0.326 0.26 0.065,0.224 0.124 0.326 0.26 0.065,2.9985,1.9102,Ln(P) (bar),1000/RT,60.5,334,334,-0.3924,1.9102,0.68,25.994,4.1241,1.3725,135.4104,210.3453,1.5673,6.6403,0.258,1865.3654,3071.8849,5.7598,7.055,40.0028,128.2563,17.3403,8.8617,57.152,453.2242,-9.974,2.3908,2.9321,-7.6359,-0.0727,-6.1863,0,-8.8822,44.0879,145.1794,-3.6764,0.1183,-0.6321,8.43,12.366
88,128,104,PCI,(Ti 0.65 Zr 0.35 ) 1.075MnCr 0.8 Fe 0.2,TM,Cr0.26Fe0.065Mn0.326Ti0.224Zr0.124,Ti     Zr      Mn Cr    Fe   ,0.224 0.124 0.326 0.26 0.065,0.224 0.124 0.326 0.26 0.065,3.0904,1.649,Ln(P) (bar),1000/RT,50.58,324,324,-0.6536,1.649,0.52,25.994,4.1241,1.3725,135.4104,210.3453,1.5673,6.6403,0.258,1865.3654,3071.8849,5.7598,7.055,40.0028,128.2563,17.3403,8.8617,57.152,453.2242,-9.974,2.3908,2.9321,-7.6359,-0.0727,-6.1863,0,-8.8822,44.0879,145.1794,-3.6764,0.1183,-0.6321,8.43,12.366
89,129,104,PCI,(Ti 0.65 Zr 0.35 ) 1.075MnCr 0.8 Fe 0.2,TM,Cr0.26Fe0.065Mn0.326Ti0.224Zr0.124,Ti     Zr      Mn Cr    Fe   ,0.224 0.124 0.326 0.26 0.065,0.224 0.124 0.326 0.26 0.065,3.2703,1.0939,Ln(P) (bar),1000/RT,32.78,306,306,-1.2087,1.0939,0.3,25.994,4.1241,1.3725,135.4104,210.3453,1.5673,6.6403,0.258,1865.3654,3071.8849,5.7598,7.055,40.0028,128.2563,17.3403,8.8617,57.152,453.2242,-9.974,2.3908,2.9321,-7.6359,-0.0727,-6.1863,0,-8.8822,44.0879,145.1794,-3.6764,0.1183,-0.6321,8.43,12.366
90,130,104,PCI,(Ti 0.65 Zr 0.35 )1.1MnCr 0.8 Fe 0.2,TM,Cr0.257Fe0.064Mn0.32Ti0.23Zr0.125,Ti     Zr      Mn Cr    Fe   ,0.23 0.125 0.32 0.257 0.064,0.23 0.125 0.32 0.257 0.064,2.9109,2.0735,Ln(P) (bar),1000/RT,70.54,344,344,-0.2291,2.0735,0.8,25.996,4.1255,1.3739,135.4408,210.4468,1.5665,6.6194,0.2575,1867.4016,3081.9147,5.7369,7.0509,39.8685,128.0246,17.3712,8.8933,57.1604,453.3153,-9.9489,2.3862,2.92,-7.6019,-0.078,-6.1844,0,-8.8723,44.3735,143.4952,-3.6159,0.1179,-0.631,8.43,12.3693
91,131,104,PCI,(Ti 0.65 Zr 0.35 )1.1MnCr 0.8 Fe 0.2,TM,Cr0.257Fe0.064Mn0.32Ti0.23Zr0.125,Ti     Zr      Mn Cr    Fe   ,0.23 0.125 0.32 0.257 0.064,0.23 0.125 0.32 0.257 0.064,2.999,1.7184,Ln(P) (bar),1000/RT,60.45,333,333,-0.5842,1.7184,0.56,25.996,4.1255,1.3739,135.4408,210.4468,1.5665,6.6194,0.2575,1867.4016,3081.9147,5.7369,7.0509,39.8685,128.0246,17.3712,8.8933,57.1604,453.3153,-9.9489,2.3862,2.92,-7.6019,-0.078,-6.1844,0,-8.8723,44.3735,143.4952,-3.6159,0.1179,-0.631,8.43,12.3693
92,132,104,PCI,(Ti 0.65 Zr 0.35 )1.1MnCr 0.8 Fe 0.2,TM,Cr0.257Fe0.064Mn0.32Ti0.23Zr0.125,Ti     Zr      Mn Cr    Fe   ,0.23 0.125 0.32 0.257 0.064,0.23 0.125 0.32 0.257 0.064,3.0952,1.3959,Ln(P) (bar),1000/RT,50.08,323,323,-0.9067,1.3959,0.4,25.996,4.1255,1.3739,135.4408,210.4468,1.5665,6.6194,0.2575,1867.4016,3081.9147,5.7369,7.0509,39.8685,128.0246,17.3712,8.8933,57.1604,453.3153,-9.9489,2.3862,2.92,-7.6019,-0.078,-6.1844,0,-8.8723,44.3735,143.4952,-3.6159,0.1179,-0.631,8.43,12.3693
93,133,104,PCI,(Ti 0.65 Zr 0.35 )1.1MnCr 0.8 Fe 0.2,TM,Cr0.257Fe0.064Mn0.32Ti0.23Zr0.125,Ti     Zr      Mn Cr    Fe   ,0.23 0.125 0.32 0.257 0.064,0.23 0.125 0.32 0.257 0.064,3.2741,0.8,Ln(P) (bar),1000/RT,32.42,305,305,-1.5026,0.8,0.22,25.996,4.1255,1.3739,135.4408,210.4468,1.5665,6.6194,0.2575,1867.4016,3081.9147,5.7369,7.0509,39.8685,128.0246,17.3712,8.8933,57.1604,453.3153,-9.9489,2.3862,2.92,-7.6019,-0.078,-6.1844,0,-8.8723,44.3735,143.4952,-3.6159,0.1179,-0.631,8.43,12.3693
201,377,244,PCT,(TiZr 0.1 ) 1.05 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.35Fe0.19Mn0.1Ti0.33Zr0.03,Ti Zr         Cr    Fe    Mn   ,0.33 0.03 0.35 0.19 0.1,0.33 0.03 0.35 0.19 0.1,3.3932,4.3752,Ln(Peq)(MPa),1000/T,21.71,295,295,2.0726,4.3752,7.95,24.3,4.03,1.3379,131.42,209.05,1.6318,6.4424,0.3058,1943.21,3143.88,5.76,7.0663,56.83,139.435,17.918,8.5375,52.8392,469.95,-9.6814,2.285,3.0283,-6.5942,-0.0078,-6.3003,0,-8.763,56.1696,64.226,-0.8197,0.1179,-0.5682,8,11.5097
202,378,244,PCT,(TiZr 0.1 ) 1.05 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.35Fe0.19Mn0.1Ti0.33Zr0.03,Ti Zr         Cr    Fe    Mn   ,0.33 0.03 0.35 0.19 0.1,0.33 0.03 0.35 0.19 0.1,3.5165,4.1319,Ln(Peq)(MPa),1000/T,11.38,284,284,1.8293,4.1319,6.23,24.3,4.03,1.3379,131.42,209.05,1.6318,6.4424,0.3058,1943.21,3143.88,5.76,7.0663,56.83,139.435,17.918,8.5375,52.8392,469.95,-9.6814,2.285,3.0283,-6.5942,-0.0078,-6.3003,0,-8.763,56.1696,64.226,-0.8197,0.1179,-0.5682,8,11.5097
203,379,244,PCT,(TiZr 0.1 ) 1.05 Cr 1.1 Fe 0.6 Mn 0.3,TM,Cr0.35Fe0.19Mn0.1Ti0.33Zr0.03,Ti Zr         Cr    Fe    Mn   ,0.33 0.03 0.35 0.19 0.1,0.33 0.03 0.35 0.19 0.1,3.634,3.8142,Ln(Peq)(MPa),1000/T,2.18,275,275,1.5116,3.8142,4.53,24.3,4.03,1.3379,131.42,209.05,1.6318,6.4424,0.3058,1943.21,3143.88,5.76,7.0663,56.83,139.435,17.918,8.5375,52.8392,469.95,-9.6814,2.285,3.0283,-6.5942,-0.0078,-6.3003,0,-8.763,56.1696,64.226,-0.8197,0.1179,-0.5682,8,11.5097
